,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
1957,14.5%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,12/31/2013,"This vineyard-designated Merlot includes 14% Cabernet Sauvignon. This vintage, Syrah is eliminated and alcohol is lowered—a welcome shift. Rich and loaded with black fruits, it carries interesting accents of caramel popcorn, yielding a delicious, tongue-coating wine with a silky-smooth mouthfeel. It has good length, and the possibility of aging for another five or six years.",Cold Creek Vineyard,,Chateau Ste. Michelle 2010 Cold Creek Vineyard Merlot (Columbia Valley (WA)),$26, Washington,90, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2010,Chateau Ste. Michelle
1958,13.9%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,12/31/2013,"Generous and aromatic,  this flavorful Merlot is a showcase for ripe black cherry fruit, accented with strong streaks of vanilla and tobacco. The plush, dark fruit leads into a tasty, toasty finish, with notes of licorice and smoke.",Grand Estates,,Columbia Crest 2011 Grand Estates Merlot (Columbia Valley (WA)),$12, Washington,90, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2011,Columbia Crest
1959,14.3%,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,12/31/2013,"The wine spent 20 months in 50% new French oak, and tastes like it still has the substantial, ripe, dark rich fruit to more than handle the barrel flavors. Black cherry and cassis meet mocha and espresso head on, swirling together into a lush, tasty finish.",Pepper Bridge Vineyard,,Two Vintners 2010 Pepper Bridge Vineyard Merlot (Walla Walla Valley (WA)),$32, Washington,90, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Merlot,2010,Two Vintners
1960,13.5%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,12/31/2013,"2011 was an excellent year for this affordable Merlot, with small amounts of Cabernet Sauvignon, Malbec, Petit Verdot and Syrah included in the final blend. It seems to tilt more toward Bordeaux and away from California in style, bringing well-integrated hints of herb, tobacco and earth along with a core of black currant fruit.",,,Chateau Ste. Michelle 2011 Merlot (Columbia Valley (WA)),$14, Washington,89, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2011,Chateau Ste. Michelle
1961,13.5%,"Wahluke Slope, Columbia Valley, Washington, US",750 ml,Red, US,12/31/2013,"Hand harvested from Block 15 of StoneTree Vineyard with a dollop of Cabernet Sauvignon from Block 14 (10%), it brings notes of coffee, cocoa and plum. The fruit flavors are elegant in style accented by barrel notes and mouthwatering acids. It doesn't seem to have fully reached its potential yet, with the tannins bringing a slightly gritty feel.",Reserve StoneTree Vineyard,,Columbia Crest 2010 Reserve StoneTree Vineyard Merlot (Wahluke Slope),$30, Washington,89, Columbia Valley,Sean P. Sullivan,@wawinereport,Wahluke Slope,Not rated yet [Add Your Review],Merlot,2010,Columbia Crest
1962,15.2%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,12/31/2013,"The latest Merlot release from Ethos pushes the alcohol up past 15%, and the wine remains stubbornly closed and tannic, even after several hours of breathing time. Blueberry and cassis fruit are in play, though the tannins take over quickly, leading into a finish with some chalky minerality.",Ethos Reserve,,Chateau Ste. Michelle 2010 Ethos Reserve Merlot (Columbia Valley (WA)),$42, Washington,89, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2010,Chateau Ste. Michelle
1963,13%,"North Fork of Long Island, Long Island, New York, US",750 ml,Red, US,12/31/2013,"Lush aromas of ripe black cherries, graham crackers and menthol are generous and inviting on this promising Long Island Merlot. It's luscious and concentrated on the palate, but bracingly taut with acidity and a tart Morello-cherry finish.",Reserve,,Gramercy Vineyards 2008 Reserve Merlot (North Fork of Long Island),$49, New York,88, Long Island,Anna Lee C. Iijima,,North Fork of Long Island,Not rated yet [Add Your Review],Merlot,2008,Gramercy Vineyards
1964,13%,"North Fork of Long Island, Long Island, New York, US",750 ml,Red, US,12/31/2013,"Hints of dark chocolate and bramble wood lend richness to bright black cherry notes on the nose and palate. It's concentrated with flavor, but crisp with cranberry-like acidity and soft tannins on the finish.",Estate Grown,,Sherwood House Vineyards 2010 Estate Grown Merlot (North Fork of Long Island),$25, New York,88, Long Island,Anna Lee C. Iijima,,North Fork of Long Island,Not rated yet [Add Your Review],Merlot,2010,Sherwood House Vineyards
1965,14%,"Côtes de Gascogne, Southwest France, France",750 ml,Red, France,12/31/2013,"Full, rich wine that combines an aromatic herbal element with ripe red fruits. It's the wood aging that knits this dense wine together, adding the spice and the smoothing element. Still young, this wine should be kept and drunk after 2015.",Les Hauts de Guillaman,Calvert Woodley Fine Wines & Spirits,Domaine Guillaman 2010 Les Hauts de Guillaman Merlot (Côtes de Gascogne),$25, Southwest France,88,Côtes de Gascogne,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Merlot,2010,Domaine Guillaman
1966,14%,"Peumo, Chile",750 ml,Red, Chile,12/31/2013,"Saturated and dense in color, this Merlot hits hard with berry and cassis aromas along with graphite and pine. It feels full bodied and wiry, with ample oak and tannic grip. Flavors of toasty wood and herbal berry fruits finish medium long.",Marques de Casa Concha,Excelsior Wines,Concha y Toro 2011 Marques de Casa Concha Merlot (Peumo),$26,Peumo,88,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2011,Concha y Toro
1967,13.2%,"North Fork of Long Island, Long Island, New York, US",750 ml,Red, US,12/31/2013,"Brambly berry and wood notes lend complexity to the luscious cassis and black cherry flavors. It's intensely concentrated with fruit, but bright bursts of acidity and layers of fresh sage and thyme add balance, leading to a long, harmonious finish. Drink now–2020.",,,T'Jara 2010 Merlot (North Fork of Long Island),$25, New York,88, Long Island,Anna Lee C. Iijima,,North Fork of Long Island,Not rated yet [Add Your Review],Merlot,2010,T'Jara
1968,13%,"Long Island, Long Island, New York, US",750 ml,Red, US,12/31/2013,"Hints of milk chocolate and graham cracker lend a sweet-spice quality to crisp red-plum and sour-cherry flavors in this brisk but concentrated wine. It's vivaciously fresh with bursts of acidity and a pleasant herbaceousness throughout. It finishes moderately long with layers of soft, chalky tannins.",Merliance,,Long Island Merlot Alliance 2010 Merliance Merlot (Long Island),$35, New York,88, Long Island,Anna Lee C. Iijima,,Long Island,Not rated yet [Add Your Review],Merlot,2010,Long Island Merlot Alliance
1969,14.5%,"Wahluke Slope, Columbia Valley, Washington, US",750 ml,Red, US,12/31/2013,"A roasty, toasty wine with notes of mocha, vanilla and red fruit along with herbs that lean a touch into the green. Its sweet flavors are offset by tart acids that lead to a spice-filled finish.",The Estates,,Milbrandt 2010 The Estates Merlot (Wahluke Slope),$25, Washington,88, Columbia Valley,Sean P. Sullivan,@wawinereport,Wahluke Slope,Not rated yet [Add Your Review],Merlot,2010,Milbrandt
1970,13.5%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,12/31/2013,"Almost all varietal with just a dash of Cabernet Sauvignon (5%) to fill it out, this is an intriguing wine with notes of cherry cordial, chocolate and herbs. With very little new oak influence, the soft, supple fruit flavors are allowed to shine through, giving this wine a real sense of polish.","95% Merlot, 5% CS",,"Cascade Ridge 2011 95% Merlot, 5% CS Merlot (Columbia Valley (WA))",$20, Washington,87, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2011,Cascade Ridge
1971,12.5%,"Venezie, Northeastern Italy, Italy",750 ml,Red, Italy,12/31/2013,"La Prunée is a delightful Merlot from northern Italy. It is simple and fresh, delivering ripe plum and currant flavors that are easy to enjoy. Pair this with hearty pastas topped with meat sauce or risottos.",La Prunée,Vintus LLC,Tommasi 2011 La Prunée Merlot (Venezie),$16, Northeastern Italy,87,Venezie,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2011,Tommasi
1972,12.7%,"North Fork of Long Island, Long Island, New York, US",750 ml,Red, US,12/31/2013,"Whiffs of barnyard and leather give this penetrating Merlot an Old World rusticity. The palate is concentrated with Morello cherry and red plum flavors, but with a ripe, brambly character. Finishes on a mouthwatering cranberry note.",,,One Woman 2010 Merlot (North Fork of Long Island),$28, New York,87, Long Island,Anna Lee C. Iijima,,North Fork of Long Island,Not rated yet [Add Your Review],Merlot,2010,One Woman
1973,14.5%,"Horse Heaven Hills, Columbia Valley, Washington, US",750 ml,Red, US,12/31/2013,"This wine appears to still be in its shell with light notes of cocoa, chocolate and wet stone that don't seem fully evolved. It's light, tart and chalky in feel with abundant chocolate flavors.",The Reserve,,14 Hands 2010 The Reserve Merlot (Horse Heaven Hills),$30, Washington,87, Columbia Valley,Sean P. Sullivan,@wawinereport,Horse Heaven Hills,Not rated yet [Add Your Review],Merlot,2010,14 Hands
1974,13%,"North Fork of Long Island, Long Island, New York, US",750 ml,Red, US,12/31/2013,"Hints of espresso and ripe bramble wood lend a dark profile to crisp black cherry and currant flavors in this elegant Merlot. Zippy cranberry acidity and a thick coating of powdery tannins accumulate on the palate for a powerful finish. Boldly structured, it's likely to improve during the next 5–10 years.",,,Sherwood House Vineyards 2008 Merlot (North Fork of Long Island),$25, New York,87, Long Island,Anna Lee C. Iijima,,North Fork of Long Island,Not rated yet [Add Your Review],Merlot,2008,Sherwood House Vineyards
1975,14.2%,"Colchagua Valley, Chile",750 ml,Red, Chile,12/31/2013,"Tough and tannic as a box of nails, this is not one of Lapostolle's best Merlots. The palate is astringent and sappy, with pinching tannins. Live-wire plum and wild berry flavors come with saucy, herbal notes, while the finish tastes loamy and feels hard as a rock.",Cuvée Alexandre Apalta Vineyard,Terlato Wines International,Lapostolle 2010 Cuvée Alexandre Apalta Vineyard Merlot (Colchagua Valley),$25,Colchagua Valley,87,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2010,Lapostolle
1976,12.5%,"Veneto, Veneto, Italy",750 ml,Rose, Italy,12/31/2013,"Made entirely from Merlot grapes, this rosato from northern Italy has pretty aromas of violet, berry and spice. The palate is bright and fresh, with strawberry, peach and red apple notes. It makes a nice apéritif or pair with lightly seasoned fish.",Costadolio,The Winebow Group LLC,Maculan 2012 Costadolio Merlot (Veneto),$15, Veneto,87,Veneto,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2012,Maculan
1977,10%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,12/31/2013,"This is bright and fruity with notes of red currant, plum and herbs. The flavors are pure and juicy with a pleasing wash of acid and a tight core of tannins lifting the wine up.",Mountain,,Magnificent Wine Company 2011 Mountain Merlot (Columbia Valley (WA)),$10, Washington,87, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2011,Magnificent Wine Company
1978,13%,"North Fork of Long Island, Long Island, New York, US",750 ml,Red, US,12/31/2013,"There's a pretty floral note that persists from start to finish in this brisk, elegant Merlot, adding complexity to layers of crisp black cherries and cranberries. It's round and rich in mouthfeel, with a soothing hint of menthol. The finish is moderately long, and marked with a kiss of chalky tannins.",Estate Reserve,,Martha Clara 2010 Estate Reserve Merlot (North Fork of Long Island),$33, New York,87, Long Island,Anna Lee C. Iijima,,North Fork of Long Island,Not rated yet [Add Your Review],Merlot,2010,Martha Clara
1979,13.5%,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,12/31/2013,"This is 100% varietal, from a light, cool vintage in the Walla Walla Valley. Strawberry and raspberry highlights come through quickly, with earthy tannins filling out the finish.",Les Collines Vineyard,,Garofalo 2011 Les Collines Vineyard Merlot (Walla Walla Valley (WA)),$20, Washington,86, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Merlot,2011,Garofalo
1980,13.5%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,12/31/2013,"Castle Rock is one of the most reliable sources of inexpensive Columbia Valley red wines. Ignore the generic label—what's inside the bottle is well-made. Light flavors of black cherry, soft tannins and a finishing flourish of mocha and red apple give this both lift and length.",,,Castle Rock 2011 Merlot (Columbia Valley (WA)),$11, Washington,86, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2011,Castle Rock
1981,14.1%,"Washington, Washington Other, Washington, US",750 ml,Red, US,12/31/2013,"This is quickly maturing, with strong flavors of vanilla rather than fruit. Tannins are stiff and strong. Drink now.",,,Script & Seal 2010 Merlot (Washington),$15, Washington,85, Washington Other,Paul Gregutt,@paulgwine ,Washington,Not rated yet [Add Your Review],Merlot,2010,Script & Seal
1982,12%,"Veneto, Veneto, Italy",750 ml,Red, Italy,12/31/2013,"Made from organically farmed grapes, this is a simple Merlot for everyday fare. It offers a pretty fragrance of red berry and white pepper accompanied by raspberry, cherry and red currant flavors with a hint of pepper.",NSA,"Natural Merchants, Inc",Pizzolato 2012 NSA Merlot (Veneto),$11, Veneto,85,Veneto,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2012,Pizzolato
1983,13%,"Washington, Washington Other, Washington, US",750 ml,Red, US,12/31/2013,"Light in color and style, this wine seems more similar to a Pinot Noir than a Merlot. There's no apparent oak influence to interfere with the notes of ash, red currant, saline and bell pepper that are supported by a light grip of tannins.",,,Pine & Post 2011 Merlot (Washington),$7, Washington,84, Washington Other,Sean P. Sullivan,@wawinereport,Washington,Not rated yet [Add Your Review],Merlot,2011,Pine & Post
1984,13.5%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,12/31/2013,"Heavy flavors of vanilla syrup coat the tongue, obscuring the fruit but not quite hiding the green tannins. Though such flavors are not unusual in many inexpensive Merlots, it's a little disappointing from a grower with such excellent fruit to work with.",Traditions,,Milbrandt 2010 Traditions Merlot (Columbia Valley (WA)),$16, Washington,84, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2010,Milbrandt
1985,13.5%,"Maipo Valley, Chile",750 ml,Red, Chile,12/31/2013,"Chemical aromas are barely lifted by bland berry fruit scents, and overall this smells like wet cement. Tannic but weak in the middle, this tastes herbal and green, with a raw, herbaceous finish.",Reserva,Palm Bay International,Santa Rita 2010 Reserva Merlot (Maipo Valley),$13,Maipo Valley,82,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2010,Santa Rita
1986,14%,"Lalande de Pomerol, Bordeaux, France",750 ml,Red, France,12/1/2013,"A special cuvée of Château Siaurac, this is dark, dense, seriously young at this stage, but destined for a powerful, rich, black fruit and tannin future. It has weight and concentration, layered with new wood and acidity. Drink from 2017.",Baronne de Siaurac,BNP Distributing,Château Siaurac 2011 Baronne de Siaurac  (Lalande de Pomerol),$15, Bordeaux,90,Lalande de Pomerol,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Merlot,2011,Château Siaurac
